이름,주소,전화번호,위도,경도,가격정보,장소정보,주차난이도,주차장 정보,편의시설 정보,홈페이지URL,장소이름,이미지 경로,썸네일이미지 경로,행사 시작일,행사 종료일,운영시간,이용시간,연령제한,예약URL,요약정보,행사 설명,할인정보,서브 행사 정보,프로그램 내용,실내외 여부,추가 이미지 정보
공주 미래유산도시 페스타 '웰컴투 신관동',충청남도 공주시 공주대학로 92신관동 공주 대학로 일대,041-852-1328,127.1378674015,36.4731944158,무료,,,,,,신관동 공주 대학로 일대,http://tong.visitkorea.or.kr/cms/resource/08/2997108_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/08/2997108_image3_1.png,20231007,20231009,2023.10.7. 13:00~22:002023.10.8. 10:00~21:002023.10.9. 13:00~20:00,,,,"공주 대학로길을 방문하는 누구나 눈이 즐겁고, 귀가 행복할 수 있도록 거리영화제, 골목뮤지컬, 골목길 EDM파티, 플리마켓, 체험존, 전시 등 다양한 즐길거리가 준비되어 있다. 둘째날인 10월 8일에는 페스타의 메인 이벤트인 다수의 공연팀이 함께하는 거리퍼레이드가 개최된다. 
","10월 7일 - 거리영화제, 골목뮤지컬, 골목길파티, 실내 공연 및 전시10월 8일 - 거리퍼레이드,거리영화제, 골목뮤지컬, 골목길파티, 착한소비 X 마켓꼼, 실내 공연 및 전시10월 9일 - 골목길파티, 착한소비 X 마켓꼼, 실내 공연 및 전시, 미협 및 예총부스 운영",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/09/2997109_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/10/2997110_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/11/2997111_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/12/2997112_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/13/2997113_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/14/2997114_image2_1.png']"
관악강감찬축제,서울특별시 관악구 낙성대로 77,02-828-5762,126.9587338341,37.4716399155,무료 (일부 체험 프로그램 제외),,,,,,서울시 관악구 낙성대공원,http://tong.visitkorea.or.kr/cms/resource/77/2987577_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/77/2987577_image3_1.png,20231013,20231015,10:00 ~ 22:00,,,,"관악강감찬축제는 고려 명장 강감찬 장군의 호국정신을 기리고자 개최되는 서울의 대표적인 역사문화축제이자, 관악구민이 함께 만들고 즐기는 관악 축제의 장이다. 강감찬축제는 1998년부터 이어 온 관악구 대표 전통문화축제 ‘관악산 철쭉제’와 1988년부터 이어 온 추모제향 ‘낙성대 헌제’를 통합하여, 2016년 새롭게 시작되었다.강감찬축제는 북두칠성의 네 번째 별 문곡성이 떨어진 곳에서 강감찬 장군이 탄생하였다는 낙성대, 장군의 시호를 딴 인헌동, 장군이 송도를 오갈 때 자주 들렀다는 정자가 있는 서원동 등 장군의 얼이 서린 문화유산을 배경으로 오늘날 우리들의 모습으로 다양한 프로그램을 진행하며 그 뜻을 이어간다.","1. 대표 프로그램 : 주제공연, 21개동 주민참여 부스 퍼레이드2. 주요 프로그램 : 누구나 과거시험 보는날, 강감찬 고려역사포럼, 강감찬 고려역사포럼, 리틀강감찬, 안국사 EDM 프라이데이 나잇3. 상설 프로그램 : 벽란도 21(플리/푸드/강감찬 놀이터) 4. 연계 프로그램 : 인헌제, 관악문인협회 '낭독회', 관악사진협회 '사진전', 관악미술협회 '사생대회'5. 사전홍보 프로그램 : 강감찬의 초대 [축제 먹거리 알리오] 축제 1주일 전 공개 예정 
",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/64/2862364_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/65/2862365_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/66/2862366_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/67/2862367_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/68/2862368_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/70/2862370_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/78/2987578_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/79/2987579_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/81/2987581_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/80/2987580_image2_1.png']"
광안리 M(Marvelous) 드론 라이트쇼,부산광역시 수영구 광안해변로 219(광안동),051-610-4882,129.1185505648,35.1538269450,무료,,,,,,광안리해변 일원,,,20220402,20240531,"매주 토요일 2회 공연- 하절기(3월~9월) 20시, 22시- 동절기(10월~2월) 19시, 21시",10분 내외,,,"매주 토요일 저녁, 새롭고 다양한 콘텐츠로 광안리 밤하늘을 아름답게 장식하는""M""은 '놀라운, 경이로운'이라는 뜻의 'Marvelous'를 의미하는 것으로 드론이 뿜어내는 불빛이 광안대교의 야경과 어우러져 광안리를 찾는 방문객들에게 경이로움과 신비로움을 선사할 것이다.* 코로나19 상황 및 기상상황(우천,강풍 등)에 따라 공연 일정 변경 가능",주제 및 계절에 맞는 300대 이상의 군집드론 비행,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/62/2786362_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/65/2786365_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/66/2786366_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/69/2786369_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/06/2825006_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/08/2825008_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/09/2825009_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/11/2825011_image2_1.jpg']"
광주 서창 억새축제,광주광역시 서구 서창둑길 377,062-350-4792,126.8287823667,35.1384854339,무료,,,,,,영산강 자전거길 안내센터 앞,http://tong.visitkorea.or.kr/cms/resource/23/2861723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2861723_image3_1.jpg,20231006,20231010,13:00~21:00,2시간내외,전연령,,영산강변 테마가있는 산책로를 걸으며 특색있는 걷기프로그램과 함께 FUN한 가을포토존에서 인생샷을 찍고 즐길수있는 축제이다. 3.5km에 이르는 대규모 억새군락지에 펼쳐진 다양한 문화예술 행사와 체험프로그램 및 감성이 녹아든 도심속에 있는 가을을 최대로 만끽할 수 있는 생태환경축제이다.,"1. 테마가 있는 산책로  - 구간별 연인, 가족, 반려동물, 예술 등 테마가 설정된 특색있는 산책 2. FUN한 가을 포토존  - 서창들녘의 낙조와 억새가 조화를 이뤄 '인생샷'을 건질 수 있는 축제장 포토스팟 3. 가을남도 음식장터  - 홍어무침, 남도김치, 육전, 상추튀김 등 광주와 남도를 대표하는 음식들의 향연 4. 부대 프로그램  - 지역예술인 공연, 전기차 억새길여행, 황금억새찾기 이벤트 등 5. 기타  - 서구세일페스타 : 양동전통시장, 서구아울렛등과 함께하는 세일페스티벌[축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/22/2861722_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/24/2861724_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/25/2861725_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/26/2861726_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/27/2861727_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/35/2932835_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/36/2932836_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/37/2932837_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/38/2932838_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/39/2932839_image2_1.jpg']"
광주 추억의 충장축제,광주광역시 동구 서남로 1,062-608-4681~3,126.9231294053,35.1454973445,무료,,,,,,"5․18민주광장, 충장로, 금남로 일원",http://tong.visitkorea.or.kr/cms/resource/22/2817322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2817322_image2_1.jpg,20231005,20231009,14:00~24:00,,,,"매년 10월, 광주를 대표하는 번화가 충장로의 특징을 살린 추억의 충장축제가 열린다. 축제의 가장 큰 볼거리인 ‘충장 월드퍼레이드’에는 광주 13개 동에서 서로 다른 테마로 퍼레이드에 참석하며 경연 퍼레이드, 영화 콘셉트 퍼레이드, 아시아 국가 퍼레이드 등 다양한 퍼레이드가 쉴 새 없이 진행된다. 또한, 70~00년대 충장로의 모습을 재현한 추억의 테마거리도 조성된다. 옛날 다방에서 차를 마시거나 흑백사진관에서 멋진 흑백사진을 찍는 등 MZ세대를 비롯한 다양한 세대가 즐거운 레트로 체험을 할 수 있다. 특히 축제 본연의 특성인 놀이성, 일탈을 통한 해방감, 공동체로서의 대동감을 느낄 수 있다.","1. 심볼 프로그램  - 개∙폐막기념식, 퍼레이드, 기억의 모뉴먼트, 기억의 빛 모음, 기억정원 꾸미기, 밀가루 놀이, 추억 놀이터, 야간 특별프로그램(달빛캠핑), 헌火가(낙화놀이)  2. 주제 프로그램
  - 충장축제 주제관(기억 놀이터), 공공미술 '추억으로 만든 미술 놀이터', 이미시브시어터 '이동형 주제공연', 충장로 추억 탐험대, 추억 재현 프로젝트, 추억 유랑단  3. 콜라보 프로그램  - 기억의 쉼터, 추억의 전당포, 충장 의상실, 추억 제테크, 춤판 노래판  4. 스팟 프로그램  - 맛의 추억 탐험대, 추억 나눔터, 만찬의 골목, 추억의 장터(보부상), 충장 하눌 놀이터  5. 기타  - 청년기획단 '충장로 친구들' / 기억수집가, 충장 주제댄스, 충장 ESG축제[축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/16/2817316_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/21/2817321_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/23/2817323_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/24/2817324_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/48/2997448_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/50/2997450_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/51/2997451_image2_1.jpg']"
광주김치축제,광주광역시 남구 김치로 60(임암동),062-613-3955,126.8669908447,35.1086394471,무료(일부 프로그램 유료),,,,,,광주김치타운 일원,http://tong.visitkorea.or.kr/cms/resource/60/2857360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2857360_image3_1.jpg,20231103,20231106,행사기간 내 상시가능,,,,"전 국민 누구나가 함께 즐길수 있는 대한민국 김치 대표축제로 김치에 담긴 우리나라 고유의 음식문화와 전통을 만나는 체험의 장으로 김치관련 생산자와 소비자간의 판매도 함께 이루어지며 명인김치 맛보고 체험하기, 경연대회을 통한 김치명인 발굴, 김치마켓 등 다양한 프로그램을 만나볼 수 있다.","1. 메인 프로그램  - 광주김치디너쇼 : 1회당 100여명 규모의 괸광상품으로 예매사이트 판매 예정  - 대통령상 수상 김치경연대회 : 김치요리+김치응용요리 경연 방송 콘텐츠화  - 김치테마관 운영(명품관, 글로벌관, 청년관)  2. 부대 프로그램  - 문화공연 : 일자별 주제공연 등  3. 소비자 참여 이벤트  - 김치 체험부스, 놀이마당, 전시부스 운영 4. 기타(먹거리 등)  - 프리마켓, 푸드코드, 지역 특산품 판매 등 ※ 연계행사 : 빛고을사랑나눔 김장대전(11.22~12.10)으로 가정집 김장하기, 김장 기부 등 [축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,[]
구로G페스티벌 × 안양천 감성정원,"서울특별시 구로구 구로동621-8 안양천(고척교 ~ 오금교), 구로디지털단지 등",02-860-2282,126.8706660588,37.4999572764,"무료 (일부 부대행사 유료, 금액 상이)",,,,,,"안양천(고척교 ~ 오금교), 구로디지털단지 등",http://tong.visitkorea.or.kr/cms/resource/54/3000154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3000154_image3_1.jpg,20231006,20231008,10:00 ~ 23:00  * 프로그램별 상이,,,,"구로G페스티벌은 주민 화합을 도모하기 위하여 2003년부터 시작된 구로구 대표 지역 축제이다.도심에서 중요한 녹지, 여가 공간인 안양천에서 빛축제(감성정원), 주민이 직접 참여하는 공연과 모든 세대가 함께 즐길 수 있는 대중음악 공연이 진행된다. 또한, 지역 주민이 직접 운영하는 먹거리장터에서 합리적 가격에 먹거리를 맛 볼 수 있다. ","1. 프로그램 : 안양천 빛축제 ""감성정원"", 아시아 비보이 댄스 경연대회, 어린이테마파크(어린이 놀이, 체험존), TOP 10 가요쇼 녹화방송 등2. 구로디지털단지 프로그램 : G-밸리 스마트 마라톤 대회",,,,False,[]
군산시간여행축제,전북 군산시 중앙로1가 11-1전북 군산시 중앙로1가 11-1,063-454-3302,126.7116906420,35.9878092242,무료(일부 유료),,,,,,군산시간여행마을일원,http://tong.visitkorea.or.kr/cms/resource/99/2751199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2751199_image2_1.jpg,20231006,20231009,,,,,"민간주도형 축제인 군산시간여행축제는 매년 소주제를 정해(2023년도 근대 군산의 맛) 근대역사문화의 정체성을 보다 집중적으로 구현하고, 아울러, 시간여행 퍼레이드, 군산대한독립만세 미션게임, 군산공룡대탐험, 우리 모두 3.5만세, 모아모아 시간, 군산항 밤부두콩쿠르 등 과거와 미래까지 아우르는 다양한 컨텐츠의 프로그램 등을 통해 시간 여행의 묘미와 매력을 느낄 수 있는 축제이다.","1. 대표 프로그램  - 시간여행 퍼레이드 : 군산의 과거에서 미래까지를 아우르는 군산이야기 퍼레이드  - 군산대한독립만세 : 군산 근대역사 관련 각종 미션수행  - 모아모아시간 : 다양한 방식으로 시간을 모아 기념품 등을 받아갈 수 있으며, 시간을 기부함으로써 친환경에도 일조할 수 있는 프로그램  - 군산항 밤부두 콩쿠르 : 근대 콘텐츠가 반영된 종합퍼포먼스 공연(문체부장관상) 2. 무대 /공연/경연  - 스트릿 마당 무대 : 거리형 축제에 맞는 다양한 공연물 및 이벤트 진행  - 근대 패션쇼 : 시민들이 펼치는 근대의상 패션쇼 경연 3. 체험 및 전시  - 우리 모두 3. 5만세 : 대규모 단체 댄스 및 함성전투  - 군산시간포당뎐 : 시간을 거래하는 전당포  - 군산공룡대탐험 : 군산산북동 공룡발자국 화석에 근거한 다양한 공룡 디오라마 운영  - 근대시간 속으로 : 근대 복장의 연극인들이 관광객과 함께 꾸미는 근대거리 퍼포먼스  - 추억의 로라장 : 7080 추억의 롤러장 재현 및 운영  - 역전의 명수 베스트볼 : 홈런볼 치기 및 마구 던지기  - 메타버스 군산시간여행 : 제페토 기반 온라인 가상공간에서 펼쳐지는 다양한 이벤트 운영 4. 부대행사 : 길바닥 놀이터, 모아모아 영수증, 프리마켓, 주전부리, 텀블러 쿠폰제, 길바닥 광(光)방명록 등[축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/01/2751201_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/03/2751203_image2_1.jpg']"
글로벌 영도커피페스티벌,부산광역시 영도구 해양로301번길 55,"051-419-4472, 051-714-7309",129.0819836173,35.0772042891,무료(체험비제외),,,,,,아미르공원,http://tong.visitkorea.or.kr/cms/resource/70/2868070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2868070_image3_1.jpg,20231103,20231105,10:00~18:00,,,,"영도, 커피로 물들다.커피 도시로 거듭날 부산의 축제!글로벌 커피산업의 문화 중심지, 영도구에서 커피페스티벌에서 다양한 커피문화 컨텐츠를 경험해보자!","개막행사, 홍보관, 커핑경연대회, 세미나(셀럽, 비즈니스), 로스팅 등 커피관련 체험프로그램, 포토존 등 ",,,,False,['http://tong.visitkorea.or.kr/cms/resource/97/2846997_image2_1.jpg']
금산세계인삼축제,충청남도 금산군 금산읍 인삼광장로 30,041-750-2306,127.5012171957,36.1002101508,무료,,,,,,금산세계인삼엑스포 광장 및 시내 일원,http://tong.visitkorea.or.kr/cms/resource/46/2951946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2951946_image3_1.jpg,20231006,20231015,10:00 ~ 22:00,,,,"1500여년의 역사를 자랑하는 고려인삼의 종주지, 충남 금산에서 강인한 에너지로 삶의 활력을 복돋아 주는 금산인삼축제가 매년 개최된다. 해마다 최고의 인기를 자랑하는 체험의 진수 인삼캐기체험과 건강체험관, 인삼가공품을 저렴하게 구입할 수 있는 국제인삼교역전을 만나볼 수 있으며, 평소 접하기 어려운 인삼전통 문화체험, 인삼에 로봇과 인공지능(AI)기술을 접목한 가족 참여 미래 콘텐츠도 재미를 더한다. 금산인삼축제는 문화체육관광부가 선정하는 전국 최우수축제 10회 선정, 명예 문화관광축제 지정 등 명실 공히 한국을 대표하는 산업형 축제로 숱한 명성을 쌓아오고 있으며, 세계적인 축제로 발돋움하고 있다."," *대표프로그램 : 인삼캐기체험, 건강체험관 *공식행사 : 개삼제, 개막식, 폐막식  *체험참여 : 미래로봇관, 인삼저잣거리, 인삼아트체험, 건강미용체험, 인삼약초요리 만들어먹기, 거리의 라디오 쇼, 인삼주병만들기 등 *공연경연 : 금산전통민속공연, 금산인삼 K-pop콘서트, 전국 금산인삼 동요경연, 전국 건강댄스경연, 금산문화예술한마당 등  *전시판매 : 인삼명품요리전시, 인삼푸드트럭, GAP 금산인삼 직거래 장터 등 *학술교역 : 국제인삼교역전, 금산인삼 세계화 심포지엄 등  *부대행사 : 블랙이글스 에어쇼, 인삼왕 선발대회 등[축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/47/2951947_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/48/2951948_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/49/2951949_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/50/2951950_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/51/2951951_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/52/2951952_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/53/2951953_image2_1.jpg']"
김제지평선축제,전라북도 김제시 벽골제로 442,063)540-3172,126.8522869016,35.7540632714,무료,,,,,,벽골제,http://tong.visitkorea.or.kr/cms/resource/15/2689815_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/15/2689815_image2_1.png,20231005,20231009,09:00 ~ 22:00,,,,"대한민국 명예대표 문화관광축제 중 유일하게 전통농경문화를 주제로 개최하는 김제지평선축제는 우리나라 최고(最古), 최대(最大) 수리시설인 김제 벽골제를 중심으로 진행된다. 광활한 지평선을 무대로 개최되는 대통령배 전국 농악경연대회를 비롯한 다양한 볼거리와 아궁이 쌀밥 짓기, 메뚜기 잡기, 벼 수확 체험 등 각종 농경문화체험프로그램 및 330M 가래떡 뽑기 퍼포먼스, 대형 쌀떡 모자이크 만들기와 같은 이슈 메이킹 프로그램도 현장에서 참여 할 수 있다.",1. 메인 프로그램  - 지평선 전국 농악 경연대회 : 전국 축제 경연대회 중 유일한 대통령배 경연대회로 전국 지역 농악을 대표하는 팀들이 참가하여 우리 전통 농악의 진수를 느낄수 있는 대회  - 벽골제 전설 쌍용놀이 : 김제지평선축제 주무대인 벽골제축조 설화인 '단야설화'를 바탕으로 김제시 부량면 주민들이 참여 진행되는 대표 공연 프로그램  - 풍년기원입석줄다리기 : 정월보름 풍년을 기원하는 전통 민속놀이로 김제시 교월동 주민들이 참여하여 축제 기간 상설 운영되는 대표 공연프로그램  2. 부대 프로그램  - 블랙이글스 에어쇼 : 청명한 지평선 가을 하늘에서 펼쳐지는 세계 최고의 대한민국 공군 특수비행팀 블랙이글스 공연  - 330m 가래떡 뽑기 퍼포먼스 : 대형 가래떡(330m)을 즉석에서 뽑으며 현장에서 관광객이 참여할 수 있는 프로그램  - 아궁이 쌀밥 짓기 : 가족과 함께 소형 아궁이에서 직접 가마솥밥을 지어 먹는 참여 프로그램  3. 참여 이벤트  - 어린이 놀이 마당 및 체험부스 운영  - 스탬프 투어  4. 기타(먹거리 등)  - 읍면동 먹거리 장터 : 김제시 읍면동 대표 음식 판매  - 농특산풀 장터 : 김제시 농특산물을 할인가격으로 판매[축제 먹거리 알리오] 축제 1주일 전 공개 예정.,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/36/2423336_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/17/2689817_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/18/2689818_image2_1.png']"
김천나이트투어 '직지골야행',경상북도 김천시 황악로 1189-52,054-434-4336,127.9948648931,36.1029742354,"1인 17,000원(생후 12개월 이하 무료)",,,,,,"김천직지문화공원, 과일농원, 괘방령, 직지상가",http://tong.visitkorea.or.kr/cms/resource/80/2953480_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/80/2953480_image3_1.png,20230325,20231104,16:00~21:00,,,,"김천의 관광지 방문 및 다양한 체험을 중심으로 진행되는 야간관광프로그램이다. 계절별 수확시기에 맞춰 진행되는 지역 농산물 수확체험을 시작으로  괘방령 장원급제길 소원빌기, 직지사 아래 직지상가 맛고을에서 김천지역의 음식을 맛본다. 밤이 되면 직지문화공원 야경 아래 김천의 특산물로 만든 간식거리를 맛보며 다양한 가족체험프로그램이 진행된다.		","1. 메인프로그램 : 지역 농산물 수확체험, 괘방령 장원급제길 소원빌기, 가족체험프로그램(전통갓·봇짐만들기, 추억의 보물찾기 등)2. 부대프로그램 : 다도체험, 김천 포도주스·포도송편 맛보기3. 기타 내용 : 김천 맛체험(직지상가에서 참가자 부담 저녁식사)",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/86/2718886_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/87/2718887_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/80/2953480_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/84/2953484_image2_1.png']"
김포 불꽃크루즈,경기도 김포시 고촌읍 아라육로270번길 74,1522-8905,126.7871209331,37.5976583182,"대인 35,000원 소인 22,000원 (변동있음)",,,,,,아라김포여객터미널,http://tong.visitkorea.or.kr/cms/resource/31/2944631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2944631_image3_1.jpg,20230101,20231231,매주 토요일,,전연령 가능,,크루즈 위에서 즐기는 가장 가까운 불꽃축제!국내 최대규모의 선상불꽃축제로 매주 토요일 저녁 아라김포여객터미널에서 출항한다.다양한 선상공연과 아라뱃길의 야경 감상 그리고 피날레 '음악불꽃쇼'가 진행된다.,"심장을 쿵쿵 뛰게하는 음악, 형형색색 밤하늘을 수 놓는 불꽃쇼선상위에서 가장 가깝고 편하게 즐기는 불꽃축제이다.다양한 선상공연 (SHOW-BALLET, 마술쇼, 선상라이브)과 전문 MC의 레크리에이션으로 즐거움을 선사한다. ",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/32/2944632_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/34/2944634_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/35/2944635_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/36/2944636_image2_1.jpg']"
김해분청도자기 축제,경상남도 김해시 진례면 진례로 275-35,055-330-3244,128.7458664871,35.2515063634,무료,,,,,,김해분청도자박물관 일원,,,20231020,20231029,,2~3시간,전연령 가능함,,"김해분청도자기 축제는 ""김해분청도자"" 주제로 소박하고 독특한 감성을 품고 있는 분청사기의 우수성과 생활자기의 서민적인 친근함을 알리는 축제이다. 여러가지 도자기를 한눈에 볼 수 있을 뿐만 아니라, 전통가마불지피기, 대형도자기 시연, 다양한 도자가 체험 행사를 경험할 수 있다.","1. 메인행사  - 김해분청도자전시판매장 운영  2. 특별행사  - 김해도자테이블웨어전, 대한민국분청도자대전 전시행사  3. 도자체험행사  - 대형도자기 시연, 가족 흙놀이 쌓기대회  4. 부대행사  - 전통가마 불지피기, 우리가족 도자기만들기 대회  - 가족과 함께하는 노천가마 소성, 도자기 공개경매 [축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,[]
나랑노랑 - 강원에서 즐기는 음악 여행,강원특별자치도 고성군 죽왕면 오호리봉수대 해수욕장,033-650-2145,128.5269240413,38.3245560679,무료,,,,,,1. 고성군 봉수대 해수욕장 2. 화천군 아를테마 수목원 3. 철원군 고석정 꽃밭 4. 인제군 인제만해마을 5. 양구군 양구 수목원,,,20230902,20231007,10시~18시 관광체험 미션투어프로그램 19시~20시 초청가수 공연,,,,"올해 가을의 시작은 강원 DMZ에서 음악 여행과 함께 맞이해보는 건 어떨까? 고성, 화천, 철원, 인제, 양구 등 강원 DMZ 접경지역의 숨겨진 매력을 발견할 수 있는 미션투어 프로그램부터 재미있는 하루의 끝에는 백지영, 다비치, 하동균, 나상도, 진욱 등 인기 가수들의 공연까지! 모두들 강원에서 나랑노랑! 
","2023-09-02 고성군 봉수대 해수욕장
2023-09-09 화천군 아를테마 수목원
2023-09-16 철원군 고석정 꽃밭
2023-09-30 인제군 인제만해마을
2023-10-07 양구군 양구 수목원

DMZ 접경지역의 각 관광명소에서 힐링음악회 개최
각 지역의 특색을 직접 경험하고 체험해보는 미션투어 프로그램 운영",,,,False,[]
나오라쇼,강원특별자치도 원주시 소금산길 127나오라쇼 공연장,033-749-4860,127.8235611717,37.3671760904,"대인 5,000원 / 소인 3,000원",,,,,,나오라쇼 공연장,,,20230505,20231029,"18:30 ~ 22:00 매주 금,토,일",,,,"간현관광지 나오라쇼는 야간경관조명과 미디어파사드, 음악분수로 구성되어 있다. 미디어파사드는 국내 최대 규모인 폭 250m 높이 70m의 자연 암벽에 12개의 대형 빔프로젝터와 7대의 레이저를 활용하고 음악분수는 최고 60m까지 쏘아 올리는 물줄기와 음악을 감상할 수 있다. 운영기간은 5.5(금) ~ 10.29(일)까지 매주 금, 토, 일요일(주 3회) 이용이며, 온라인 예매는 600매로 원주시시설관리공단 홈페이지에서 현장 예매는 200매로 간현관광지 등산로 매표소에서 예매가 가능하다. 나오라쇼 공연은 20시 30분부터 1회 50분간 공연을 진행하고 있으며, 야간코스를 통해 다양한 볼거리를 제공하고 있다.",,,,,False,[]
